,source,text,timestamp,compound,positive,negative,neutral,tweet_index
301,fox,"Finally got a chance to give CSS Grid a go. The specification seemed intimidating and complex, but holy moly, it’s… https://t.co/VKVyK8M94k",Dec/11/2017,-0.1154,0.073,0.095,0.831,1
302,fox,"I do like the idea of a performance calendar (@perfplanet), but… there isn’t a single woman there. ?

Seriously, wo… https://t.co/t2drKx5mlP",Dec/11/2017,0.2023,0.13,0.089,0.781,2
303,fox,Me at white men getting sad about “feeling excluded”: https://t.co/yGo2pThBeJ,Dec/11/2017,-0.4767,0.0,0.256,0.744,3
304,fox,"@linclark omg, queueing all of this ?",Dec/11/2017,0.0,0.0,0.0,1.0,4
305,fox,"@evanderkoogh I just don’t go. Also, it’s fairly easy to find out where people work and drop a friendly line to the… https://t.co/jMYh1IMoRl",Dec/11/2017,0.6124,0.233,0.08,0.687,5
306,fox,@linclark @perfemail ?? thank you!,Dec/11/2017,0.4199,0.411,0.0,0.589,6
307,fox,"Seems like we have James Damore fans in Melbourne too! 

Also, leave my mentions mate. https://t.co/cSVWeXMp3m",Dec/11/2017,0.3802,0.155,0.067,0.778,7
308,fox,"RT @maybekatz: Thank you for everything, @ashedryden -- you showed us that these spaces are possible and have steadily elevated the standar…",Dec/11/2017,0.3612,0.106,0.0,0.894,8
309,fox,"Are you a woman and/or a person of color writing about web performance? I’d love to feature you in @perfemail. 

Ping me with your articles!",Dec/10/2017,0.6696,0.17,0.0,0.83,9
310,fox,"RT @EvyKassirer: Being aware of power dynamics in code reviews and feedback.

""You should be fostering debate, not making demands""

#AlterC…",Dec/10/2017,0.2732,0.095,0.0,0.905,10
311,fox,"If you’ve ever thought “wow, this is the most screwed up thing I’ve ever heard”, you’ll soon be surprised by anothe… https://t.co/I5zBp2bjWe",Dec/10/2017,-0.3804,0.075,0.138,0.788,11
312,fox,RT @scribblingfox: QUICK BEAUTY TIP FOR LADIES: Decrease fine lines and under eye bags by not doing emotional labor for men today.,Dec/09/2017,0.7086,0.237,0.054,0.71,12
313,fox,"RT @Una: Observations of my friends interviewing w/multiple offers:

Men be like: ""I got X offer from Y company, and I'm going to need you…",Dec/09/2017,0.6808,0.211,0.0,0.789,13
314,fox,@cesidio thank you! That’s very kind ?,Dec/09/2017,0.7569,0.619,0.0,0.381,14
315,fox,RT @EricaJoy: We have not been silent. You have not been listening.,Dec/08/2017,0.0,0.0,0.0,1.0,15
316,fox,"RT @marazepeda: Patreon has raised $100MM
Kickstarter has raised $10MM
The Business Model is The Message https://t.co/Kz0k5jI7zY https://t.…",Dec/08/2017,0.0,0.0,0.0,1.0,16
317,fox,RT @notwaldorf: Hot take: the major difference between junior and senior developers is the confidence that you know where to find the code…,Dec/08/2017,0.5106,0.13,0.0,0.87,17
318,fox,"@mikeal Agree. I definitely wouldn’t treat it as a wage. For me, it’s a small payoff for the work I have been doing… https://t.co/lAcuviGh5J",Dec/08/2017,0.7845,0.317,0.0,0.683,18
319,fox,"@mikeal Yeah, I agree it’s tricky, although I find it interesting to see the earnings spread because I did get an i… https://t.co/9mjqzbo0dB",Dec/08/2017,0.7003,0.296,0.064,0.64,19
320,fox,"Only 2% of Patreon creators who earn more than the federal minimum wage through the site, according to public earni… https://t.co/IAeu1BxABm",Dec/08/2017,0.0,0.0,0.0,1.0,20
321,fox,"RT @Sareh88: Communication is more important than the code you write.
Communication is more important than the code you write.
Communicatio…",Dec/08/2017,0.4915,0.181,0.0,0.819,21
322,fox,@MlleLicious I think I have to scale it back though. My technical career has been neglected for many reasons for to… https://t.co/e268NK1XJe,Dec/08/2017,-0.5267,0.0,0.152,0.848,22
323,fox,"A few months ago I was energised about a variety of D&amp;I initiatives of mine, now I’m just tired and Patreon is push… https://t.co/L3l8pw6PIv",Dec/07/2017,0.0516,0.124,0.116,0.76,23
324,fox,"Daily reminder: overthrow the patriarchy.

?",Dec/07/2017,0.0,0.0,0.0,1.0,24
325,fox,RT @kamilah: He has some damn nerve https://t.co/YjqDBMjIjG,Dec/07/2017,-0.4019,0.0,0.278,0.722,25
326,fox,RT @yassmin_a: I don’t know if it is my place to say this on a day of celebration... but those who enabled the kind of debate we saw should…,Dec/07/2017,0.0,0.0,0.0,1.0,26
327,fox,What a great day—same sex marriage bill passes in Australian parliament! ?????? https://t.co/O2abqYPwOL,Dec/07/2017,0.6588,0.285,0.0,0.715,27
328,fox,"RT @LailaLalami: Woman reports a predator anonymously.
""Anonymous accusations aren't credible!""
Woman reports under her name.
""She just wan…",Dec/07/2017,-0.3802,0.0,0.132,0.868,28
329,fox,"I too have encountered abusive, harassive CEOs, and the situation was the same—it’d be impossible to report without… https://t.co/I39d3fMbrG",Dec/07/2017,-0.6369,0.0,0.198,0.802,29
330,fox,"While I think this is a good thing, I also believe many whistleblowers were missed, especially those in the tech in… https://t.co/xk06TIegU1",Dec/07/2017,0.1779,0.131,0.1,0.769,30
331,fox,Time person of the year: women blowing the whistle on sexual harassment and abuse. https://t.co/Jw2tIDw3mH,Dec/07/2017,-0.8271,0.0,0.372,0.628,31
332,fox,"I don’t know about you, but I’m loving the reckoning abusive white men are facing right now. Their time is over.",Dec/07/2017,-0.1154,0.184,0.199,0.617,32
333,fox,"RT @kieczkowska: ? Dear Twitterverse ? 
I'm looking for an internship in cyber security or forensics for summer 2018 (am available June, Ju…",Dec/07/2017,0.6124,0.208,0.0,0.792,33
334,fox,"RT @ekp: I've been trying to figure out how to express my support for more activists, and @Luvvie had all the right words https://t.co/zR6T…",Dec/07/2017,0.4019,0.105,0.0,0.895,34
335,fox,The silence from @StartupVic only confirms the exclusionary ecosystem of Australian tech community “leaders”. https://t.co/koJDqJSz8Y,Dec/07/2017,0.0,0.0,0.0,1.0,35
336,fox,"RT @milanmoffatt: shortest type lesson on the internet: 
?? web type should be 60 characters in width max
? a general rule for line-height…",Dec/07/2017,0.0,0.0,0.0,1.0,36
337,fox,It’s saddening to see such significant fee changes in @patreon. It excludes patrons who are willing or can only aff… https://t.co/6hChADtrLR,Dec/07/2017,-0.34,0.075,0.133,0.792,37
338,fox,"RT @ashleyn1cole: The news: Men are starting to fear and question if their every little interaction will be seen as flirting. 
Me: Men are…",Dec/06/2017,-0.34,0.067,0.119,0.815,38
339,fox,"@karlbright naah, I love my cameras. Still use Canon + Fuji XT1 heavily, for “real” photography. I do want the X th… https://t.co/2IF1P3sq3q",Dec/06/2017,0.6705,0.244,0.0,0.756,39
340,fox,"@cramforce In this particular case, it’s a mixed approach with no transparency with the process that creates a prec… https://t.co/6IkuEkHgR1",Dec/06/2017,-0.0258,0.103,0.108,0.788,40
341,fox,"@superhighfives @benschwarz thanks Charlie, so nice of you my wrinkles already grew bigger ?",Dec/06/2017,0.7178,0.353,0.0,0.647,41
342,fox,"@cramforce I’m 100% fine with curated lineups, but I have a problem with lack of transparency and exclusionary tend… https://t.co/SmeCn2LYlH",Dec/06/2017,-0.7269,0.061,0.284,0.655,42
343,fox,@chelsea thank you ??,Dec/06/2017,0.3612,0.455,0.0,0.545,43
344,fox,@karlbright Canon EOS 6D. I’m still on an old iPhone 6 :),Dec/06/2017,0.4588,0.231,0.0,0.769,44
345,fox,"Turned 30 today.

? drove a convertible
? seen a wild koala
? had an amazing meal
? hiked a bunch

All thanks to… https://t.co/E7qhZ9u1VZ",Dec/05/2017,0.7717,0.295,0.0,0.705,45
346,fox,@ctrlaltjustine ?????,Dec/05/2017,0.0,0.0,0.0,1.0,46
347,fox,@SachaGreif hi at thefox.is,Dec/05/2017,0.0,0.0,0.0,1.0,47
348,fox,"@sailorhg You’ve made it, congratulations ??

I’ll never hear it no matter what I do ?",Dec/05/2017,0.7085,0.385,0.0,0.615,48
349,fox,"@cckate ? Thank you!

It was a list of diversity and inclusion activists I look up to. You can find it here :) https://t.co/EQ8D4HtcOj",Dec/04/2017,0.6996,0.234,0.0,0.766,49
350,fox,"I don’t trust events doing this unless there’s a very transparent process in place, establishing fairness and equal… https://t.co/M084AitSnK",Dec/04/2017,0.5106,0.171,0.0,0.829,50
351,fox,"Furthermore, when conferences invite the same people over and over, it perpetuates cliquey nature of the tech community. It’s exclusionary.",Dec/04/2017,0.1531,0.078,0.0,0.922,51
352,fox,"Secondly, how can anyone trust the selection process to be fair if initial choices were apparently made based on ma… https://t.co/5KyHkvNAUi",Dec/04/2017,0.6808,0.228,0.0,0.772,52
353,fox,"Firstly, showcasing a bunch of famous names doesn’t encourage underrepresented groups or anyone without prominence… https://t.co/ZywFPvKM3y",Dec/04/2017,0.5106,0.191,0.0,0.809,53
354,fox,Here’s a problem I have with conferences which announce partial lineups full of “prominent” speakers and run Call f… https://t.co/ifTro36ncs,Dec/04/2017,-0.4019,0.0,0.137,0.863,54
355,fox,"That makes me wonder. Are @startupvic supporters having those views as well, since nobody seems to be challenging t… https://t.co/qpAIX9iZPr",Dec/04/2017,0.6808,0.28,0.0,0.72,55
356,fox,".@StartupVic, care to explain why your chair endorses an article agreeing that James Damores’ manifesto was a produ… https://t.co/duyHb5CzKY",Dec/04/2017,0.7906,0.348,0.0,0.652,56
357,fox,"RT @Asher_Wolf: Why is the Chair of @StartUpVic tweeting an article that claims James Damore's memo was an attempt at a ""respectful and pro…",Dec/04/2017,0.4588,0.12,0.0,0.88,57
358,fox,A timely comment on abusive behaviours online: the Internet is great at remembering things in perpetuity.,Dec/04/2017,-0.0258,0.192,0.197,0.61,58
359,fox,RT @stephpalmeri: The Cost of Devaluing Women - must read from @SallieKrawcheck in the New York Times https://t.co/CdBJ8rHQT9,Dec/04/2017,0.0,0.0,0.0,1.0,59
360,fox,"RT @jensimmons: I think most men don’t realize the very act of a woman wanting a career, dreaming she should have one, and going off to mak…",Dec/04/2017,0.0,0.0,0.0,1.0,60
361,fox,"RT @triketora: Besides, I hate getting called out. It makes me feel bad. As an ally, I shouldn’t have to feel bad – because I’m an ally. Ge…",Dec/04/2017,-0.8934,0.0,0.327,0.673,61
362,fox,"@MylesBorins haha, no worries, happens to the best of us.

It’s just the sheer volume of proposals not following an… https://t.co/7KCHju3Xys",Dec/04/2017,0.4939,0.247,0.171,0.582,62
363,fox,"@IvanaMcConnell We have a gender free form field but it’s basically women, men, snarky men trying to be smart and a… https://t.co/iq5Fztx37F",Dec/04/2017,0.6908,0.231,0.0,0.769,63
364,fox,@IvanaMcConnell I might wrangle the data together to show the demographics. I think we only got ~20% of women apply… https://t.co/nnwwxYGs9M,Dec/03/2017,0.0,0.0,0.0,1.0,64
365,fox,"@tlakomy 1) disclosing identifying information (name, employer, project, website, etc.)
2) too long
3) ableisms and sexist language",Dec/03/2017,0.0,0.0,0.0,1.0,65
366,fox,"@IvanaMcConnell been reading them for 5+ hours, but I ruthlessly skip the ones that don’t follow the rules",Dec/03/2017,0.0,0.0,0.0,1.0,66
367,fox,"AKA a million ways most people don’t ever read and follow instructions, a musical. 

https://t.co/WMU5xqy5rP",Dec/03/2017,0.0,0.0,0.0,1.0,67
368,fox,"@dawnahukanna 9 for CSS, 16 for JSConf, so only a small fraction (there are much more proposals for JS too).

We no… https://t.co/vN0NM14ztp",Dec/03/2017,0.0,0.0,0.0,1.0,68
369,fox,See you all after reading 777 proposals for @cssconfau and @jsconfau ???,Dec/03/2017,0.0,0.0,0.0,1.0,69
370,fox,"@PreciselyAlyss ? wow, thank you! That’s very kind!",Dec/02/2017,0.8904,0.726,0.0,0.274,70
371,fox,“‘Newsworthiness’ is the new ‘Algorithms did it’. I can’t go on sharing the same space with Trump and Nazis. I am d… https://t.co/JF07fxsbj5,Dec/02/2017,0.4215,0.123,0.0,0.877,71
372,fox,Last few days of my 20s and I can feel the impending existential crisis ?  At least I still look fabulous! https://t.co/zosKaI7R5P,Dec/02/2017,-0.2481,0.137,0.177,0.686,72
373,fox,"@alexgoffey @goawaygeek omg, it’s on! ?",Dec/02/2017,0.0,0.0,0.0,1.0,73
374,fox,RT @triketora: super smart on behalf of conference organizers: require attendees to wear name tags even at afterparties (even if dorky) so…,Dec/02/2017,0.765,0.248,0.0,0.752,74
375,fox,Thank goodness it’s Friday as I desperately need the wine hour. https://t.co/m5OJf8fTfP,Dec/01/2017,0.4404,0.342,0.161,0.497,75
376,fox,@waferbaby @dgoodlad @samkottler dave is this the 200 dollar Christmas tree you got delivered,Dec/01/2017,0.0,0.0,0.0,1.0,76
377,fox,"@Mandy_Kerr A month to write, practice and put slides together. Working each afternoon mostly.",Dec/01/2017,0.0,0.0,0.0,1.0,77
378,fox,"@lara_hogan To be completely honest, I think one of the things that prevents me from launching more is the complexi… https://t.co/fyqNEE3DqH",Nov/30/2017,0.5984,0.214,0.0,0.786,78
379,fox,"RT @vdignum: Please endorse the Bechdel test for academic&amp;tech conferences:
1) two women speaking
2) in the same panel or session
3) not ab…",Nov/30/2017,0.5574,0.173,0.0,0.827,79
380,fox,"RT @everywhereist: I'm just a girl
standing in front of a boy
asking him to not whip his dick out
especially in work contexts
I mean, hones…",Nov/30/2017,0.4023,0.105,0.0,0.895,80
381,fox,"Truth bombs from a dictionary. 

“The silent acceptance of wrongdoing is how we’ve gotten to this point. We must no… https://t.co/qyMxAfOSvw",Nov/30/2017,0.6486,0.227,0.0,0.773,81
382,fox,RT @gesa: Holy shit https://t.co/JB4ppYfam1 is DONE FUCKING AROUND with your complicity. https://t.co/Splpxv8FEY,Nov/30/2017,-0.5574,0.0,0.231,0.769,82
383,fox,"RT @jilljubs: since women have been held to proving themselves competent for ages, men should now be held to proving that they arent comple…",Nov/30/2017,0.3182,0.091,0.0,0.909,83
384,fox,"Sure, profitability is important, but I want to see a continued commitment to supporting URMs. Are funds and startu… https://t.co/q7QNxhr63n",Nov/30/2017,0.8834,0.526,0.0,0.474,84
385,fox,What I’m interested in is how many of Startmate startups have founders and C-level execs who are members of underre… https://t.co/LAekzVj2a2,Nov/30/2017,0.4019,0.119,0.0,0.881,85
386,fox,"RT @yassmin_a: Or if you’re a founder w a disability, queer, poc or anything that isn’t ‘classic stereotype of startup person’... get on in…",Nov/30/2017,-0.3182,0.0,0.103,0.897,86
387,fox,"RT @sw: But let's keep talking about how the blockchain is going to revolutionise power structures and power dynamics, when 95%+ of its val…",Nov/30/2017,0.2732,0.084,0.0,0.916,87
388,fox,@brianleroux just you wait till the storms roll in,Nov/30/2017,0.0,0.0,0.0,1.0,88
389,fox,"A worrisome, but necessary read about gaslighting in relationships. https://t.co/f43zcNMxZC",Nov/30/2017,-0.2144,0.0,0.188,0.812,89
390,fox,@kylietimpani Fitzroy is staying real,Nov/30/2017,0.0,0.0,0.0,1.0,90
391,fox,RT @laraeparker: NO ONE GIVES A SHIT IF YOU HAD A POSITIVE EXPERIENCE WITH A DUDE WHO IS NOW BEING ACCUSED OF SEXUAL MISCONDUCT BY MULTIPLE…,Nov/30/2017,-0.7065,0.129,0.304,0.567,91
392,fox,"RT @kimbaheartsyou: @yassmin_a @StartupVic The Aus startup scene is a mess of bro culture, casual sexism and founders claiming that the onl…",Nov/30/2017,-0.1779,0.077,0.107,0.815,92
393,fox,I’m still laughing at this. https://t.co/c7Xw8Xso3C,Nov/30/2017,0.4939,0.39,0.0,0.61,93
394,fox,"RT @sailorhg: hey hey! if you're interested in some holiday shopping while supporting indie artists &amp; visiting our studio space, @byalicele…",Nov/30/2017,0.8221,0.323,0.0,0.677,94
395,fox,@taylor_atx @maxcell I gladly show these people the door to never participating in my events. At least they self se… https://t.co/ZWHQmrN74U,Nov/30/2017,0.34,0.112,0.0,0.888,95
396,fox,"@modernserf most cases they actually submit, I think",Nov/30/2017,0.0,0.0,0.0,1.0,96
397,fox,"RT @theinformation: Among the top 30 private, venture-backed tech companies, 50% still lack gender diversity, and 47% lack independent dire…",Nov/29/2017,-0.4215,0.077,0.197,0.726,97
398,fox,You can build a sustainable business without VC money or indulging in startup-bro culture.  ?? https://t.co/vAv6hv5ya2,Nov/29/2017,0.0,0.0,0.0,1.0,98
399,fox,One of the reasons why I’m not participating in Australian startup ecosystem is the culture of perpetuating structu… https://t.co/tG9kCca3I5,Nov/29/2017,0.0,0.0,0.0,1.0,99
400,nytimes,"RT @nytimesworld: The 9-month battle to drive ISIS out of Iraq's second-largest city left much of it in ruins. Now, Mosul residents are pul…",Dec/11/2017,-0.6705,0.0,0.2,0.8,0
401,nytimes,North Korean Submarine Missile Threat Prompts U.S.-Led Military Drills https://t.co/pvxa7YQ84D,Dec/11/2017,-0.5267,0.0,0.274,0.726,1
402,nytimes,"RT @nytimesworld: A LOT of Christmas spirit on a Sydney bus. And other tales of Australian transport, in this week's Australia Diary. https…",Dec/11/2017,0.1779,0.078,0.0,0.922,2
403,nytimes,"With only hours until the polls open in this unlikeliest of battleground states, Democrats are deploying a sprawlin… https://t.co/gSbRN4jced",Dec/11/2017,-0.4019,0.0,0.137,0.863,3
404,nytimes,"RT @NYTNational: “I think, so many accusations, so many cuts, so many drip, drip, drip. When it got to the 14-year-old’s story, that was en…",Dec/11/2017,-0.6195,0.0,0.18,0.82,4
405,nytimes,RT @NYTSports: Colin Kaepernick has accused the NFL of colluding to keep him off a team in retaliation for inspiring the wave of national a…,Dec/11/2017,-0.1531,0.099,0.156,0.745,5
406,nytimes,The best songs of 2017 https://t.co/bgIM0yW7hp,Dec/11/2017,0.6369,0.457,0.0,0.543,6
407,nytimes,"RT @NYTSports: Returning Eli Manning to the starting lineup restored some equilibrium, but what ails the Giants will take months, and maybe…",Dec/11/2017,0.1779,0.075,0.0,0.925,7
408,nytimes,"Ahead of Brexit, Paris Tries a Business Makeover https://t.co/3SPwgeo0mr",Dec/11/2017,0.0,0.0,0.0,1.0,8
409,nytimes,Volkswagen Chief Suggests Ending Subsidies for Diesel Cars https://t.co/0DBnEv04oW,Dec/11/2017,0.0,0.0,0.0,1.0,9
410,nytimes,Confused by all the news about Russia and the 2016 U.S. presidential election? We are here to help. https://t.co/vmuK2bn7Wa,Dec/11/2017,0.1027,0.123,0.105,0.773,10
411,nytimes,Your cat tattoo can have your actual cat in it https://t.co/wyrGCMsrld,Dec/11/2017,0.0,0.0,0.0,1.0,11
412,nytimes,RT @nytimesworld: Protests in Lebanon near U.S. embassy after Trump’s Jerusalem decision https://t.co/6QjgtAgUVj https://t.co/MVThAPnypJ,Dec/11/2017,-0.2263,0.0,0.128,0.872,12
413,nytimes,Horror films dominated the cultural conversation in 2017. So @nytmag asked the year's best actors to perform in a s… https://t.co/1zY2LD0VYi,Dec/11/2017,0.128,0.162,0.143,0.695,13
414,nytimes,RT @nytimesworld: London's Heathrow Airport was brought to a virtual halt on Sunday after a snowstorm swept through the region https://t.co…,Dec/11/2017,0.0,0.0,0.0,1.0,14
415,nytimes,"17 ways to celebrate the season in New York City, from the familiar (Rockettes!) to the far-out (Taylor Mac!) https://t.co/50cu9mc8bC",Dec/11/2017,0.6467,0.184,0.0,0.816,15
416,nytimes,9 ways to work better in 2018 https://t.co/LMKfNrcMVS,Dec/11/2017,0.4404,0.326,0.0,0.674,16
417,nytimes,A high-powered attorney died. His ex-wife investigated and found a web of drug abuse in his profession.… https://t.co/U9UP9O0Ryt,Dec/11/2017,-0.8316,0.0,0.358,0.642,17
418,nytimes,Op-Ed Columnist: Susan Collins and the Duping of Centrists https://t.co/sGjJ28NHxJ,Dec/11/2017,0.0,0.0,0.0,1.0,18
419,nytimes,"In a Blow to Hamas, Israel Destroys Tunnel From Gaza https://t.co/qvmAm1MCIY",Dec/11/2017,-0.5574,0.0,0.286,0.714,19
420,nytimes,"""Dark"" plays like a slower, artsier, more complicated take on ""Stranger Things,"" our critic writes https://t.co/mwFkGjnwjd",Dec/11/2017,0.34,0.242,0.113,0.645,20
421,nytimes,2017: The Year in New York https://t.co/oMSRlih8ib,Dec/11/2017,0.0,0.0,0.0,1.0,21
422,nytimes,President Trump called for a Washington Post reporter to be fired over a misleading tweet https://t.co/NLAYpP1rDI,Dec/11/2017,-0.743,0.0,0.344,0.656,22
423,nytimes,"Melting glaciers, wicked hot summers, water crises. These are the climate stories to read from this year. https://t.co/6tmy4MU3z0",Dec/11/2017,-0.5267,0.0,0.167,0.833,23
424,nytimes,A dying man had “do not resuscitate” tattooed on his chest. Doctors said it “produced more confusion than clarity.” https://t.co/d1C8KThhvB,Dec/11/2017,-0.3597,0.0,0.122,0.878,24
425,nytimes,The Look: After-School Special https://t.co/MDkn8XkFiy,Dec/11/2017,0.4019,0.403,0.0,0.597,25
426,nytimes,The risk can’t be ignored but isn’t as great as it may seem from a recent study https://t.co/VYh6cV0i4H,Dec/11/2017,0.6652,0.247,0.14,0.613,26
427,nytimes,Op-Ed Contributor: The Man Who Danced on the Heads of Snakes https://t.co/WBlhVk3eLq,Dec/11/2017,0.0,0.0,0.0,1.0,27
428,nytimes,The American ambassador to the UN said that the women who have accused Trump of sexual misconduct “should be heard” https://t.co/tgad1uL3Qp,Dec/10/2017,-0.296,0.0,0.099,0.901,28
429,nytimes,"Luke Skywalker’s lineage is a narrative backbone in ""Star Wars."" So it's natural to wonder: who are Rey's parents?… https://t.co/w9Mfts2iaA",Dec/10/2017,0.4173,0.134,0.0,0.866,29
430,nytimes,How ISIS Produced Its Cruel Arsenal on an Industrial Scale https://t.co/afprGpE6NB,Dec/10/2017,-0.5859,0.0,0.275,0.725,30
431,nytimes,"RT @nytopinion: Over the last 50 years or so, the rules about a woman’s place were shattered. I saw all this happen, and it knocks me out w…",Dec/10/2017,-0.4767,0.0,0.11,0.89,31
432,nytimes,"Porgs, Ewoks and Rathtars: A Field Guide to ‘Star Wars’ Creatures https://t.co/S6siGWTZYo",Dec/10/2017,0.0,0.0,0.0,1.0,32
433,nytimes,Boris Johnson leaves Tehran without a clear statement on imprisoned Brits and a tank dispute https://t.co/M9iwZQJbF4,Dec/10/2017,-0.7835,0.0,0.417,0.583,33
434,nytimes,An NYT reader's reaction to an article about President Trump’s daily fight for self-preservation… https://t.co/F705vf9Qoi,Dec/10/2017,-0.3818,0.0,0.157,0.843,34
435,nytimes,"“The Disaster Artist” had a very strong weekend, taking in $6.4 million in relatively limited release https://t.co/aqQ9xFGouJ",Dec/10/2017,-0.3415,0.159,0.266,0.575,35
436,nytimes,Louis C.K. will buy back the rights to his film after sexual misconduct allegations led to the movie’s shelving https://t.co/F92nFIGdzZ,Dec/10/2017,0.0,0.0,0.0,1.0,36
437,nytimes,"This ""Odyssey"" strips away formulaic language to let the characters take center stage https://t.co/EMx7fd4Q8S",Dec/10/2017,0.0,0.0,0.0,1.0,37
438,nytimes,Sometimes it’s hard to keep track of what’s arriving when. But we’re here to help. https://t.co/peCXk6zyrC,Dec/10/2017,0.3182,0.149,0.077,0.773,38
439,nytimes,"Alexandra Bell puts The New York Times under the microscope, and offers her own “counternarratives” of the news… https://t.co/kPDfkmDx1g",Dec/10/2017,0.0,0.0,0.0,1.0,39
440,nytimes,"“We were all born to die.” In our video, we follow a mother who fights her own personal demons as her son fights ca… https://t.co/s69owvxKdo",Dec/10/2017,-0.6597,0.0,0.197,0.803,40
441,nytimes,A tour of Los Angeles’s flourishing pot scene https://t.co/lzSpDtPJkq,Dec/10/2017,0.0,0.0,0.0,1.0,41
442,nytimes,"In a live TV remake of the holiday classic ""A Christmas Story,"" Jane Krakowski plays Ralphie's teacher https://t.co/r1s6lxmM05",Dec/10/2017,0.5719,0.239,0.0,0.761,42
443,nytimes,"As Alabama's Senate race winds down, residents are lamenting that policy issues didn't seize the spotlight https://t.co/5RaJtzyHAg",Dec/10/2017,-0.4588,0.0,0.158,0.842,43
444,nytimes,"The week’s top stories, and a look ahead https://t.co/zoAsvlH7W5",Dec/10/2017,0.2023,0.205,0.0,0.795,44
445,nytimes,RT @danielle_ivory: NEW: Confidential internal EPA documents obtained by the @nytimes show that a slowdown of enforcement coincides with po…,Dec/10/2017,0.0,0.0,0.0,1.0,45
446,nytimes,"RT @nytimesbooks: Did you love ""Brown Girl Dreaming""? @JackieWoodson will publish 2 new books for young readers next year. https://t.co/9jj…",Dec/10/2017,0.6369,0.189,0.0,0.811,46
447,nytimes,"Watching the ""Me, Too"" campaign, some particularly courageous Afghan women are more willing to talk about assaults https://t.co/Ws52CUJm2o",Dec/10/2017,0.0498,0.159,0.151,0.69,47
448,nytimes,"He's 22, she's 81, and their friendship is melting hearts. A forgotten war orphan. The weird pot scene in L.A. https://t.co/epDpoj7vEX",Dec/10/2017,-0.5574,0.11,0.284,0.606,48
449,nytimes,The risk can’t be ignored but isn’t as great as it may seem from a recent study https://t.co/M0Gfsl6tft,Dec/10/2017,0.6652,0.247,0.14,0.613,49
450,nytimes,The American ambassador to the UN said that the women who have accused Trump of sexual misconduct “should be heard” https://t.co/eN6Wg9hVRo,Dec/10/2017,-0.296,0.0,0.099,0.901,50
451,nytimes,“There is no place for anti-Semitism in our Swedish society. The perpetrators will answer for their crimes.” https://t.co/4MdjtivD9Z,Dec/10/2017,-0.4939,0.0,0.208,0.792,51
452,nytimes,Pick up the phone rather than relying on apps https://t.co/j2WY3UJNOs,Dec/10/2017,0.0,0.0,0.0,1.0,52
453,nytimes,The map was expected to sell for over $1 million but was withdrawn from a Christie's sale https://t.co/yfDF7nfIXE,Dec/10/2017,0.0,0.0,0.0,1.0,53
454,nytimes,Who are Rey's parents? The internet has theories. https://t.co/YnIOnS6jJX https://t.co/U4qIOOS7Rt,Dec/10/2017,0.0,0.0,0.0,1.0,54
455,nytimes,Watch: Ashley Iorio and David Sands met at the United States Naval Academy and were wed on Veterans Day #Daily360… https://t.co/zsM8BN4HxV,Dec/10/2017,0.4215,0.123,0.0,0.877,55
456,nytimes,"In an improbable turn of events, the sound of silence went viral https://t.co/oLYdOmma20",Dec/10/2017,0.0,0.0,0.0,1.0,56
457,nytimes,"How to know if an app is appropriate for children, or even educational https://t.co/4LqtR4iPFg",Dec/10/2017,0.0,0.0,0.0,1.0,57
458,nytimes,At center stage of what looked like a Nine Inch Nails concert was Taylor Swift https://t.co/ByBFKKZWg1,Dec/10/2017,0.5106,0.249,0.0,0.751,58
459,nytimes,"Senator Richard Shelby, a fixture of Republican politics in Alabama, said on national television that the party cou… https://t.co/zJePeEuBgO",Dec/10/2017,0.4019,0.137,0.0,0.863,59
460,nytimes,Opinion: It's been brutal for anyone who believes America’s public lands are best left in their natural state https://t.co/LzyFFs4u9h,Dec/10/2017,0.3818,0.25,0.153,0.597,60
461,nytimes,We’re interested in hearing from parents whose children faced a serious illness. We invite you to share your experi… https://t.co/U9UaNOtkNf,Dec/10/2017,0.3612,0.265,0.163,0.571,61
462,nytimes,"“They gave me 50/50, but we’ve changed it to 51/49, so that I have the upper hand."" https://t.co/WpJn4eejKV https://t.co/VZqrtaXUDY",Dec/10/2017,0.0,0.0,0.0,1.0,62
463,nytimes,President Trump called for a Washington Post reporter to be fired over a misleading tweet https://t.co/60rquXrO18,Dec/10/2017,-0.743,0.0,0.344,0.656,63
464,nytimes,Thousands of protesters chanted slogans against Trump’s decision to recognize Jerusalem as the capital of Israel https://t.co/icMzSfgJ0k,Dec/10/2017,-0.2263,0.0,0.106,0.894,64
465,nytimes,Rising incomes allow China’s retirees to enjoy a retirement that would have been unthinkable for their parents https://t.co/w4gBshsfmM,Dec/10/2017,0.6249,0.254,0.0,0.746,65
466,nytimes,RT @EricLiptonNYT: There's widespread evidence that the Trump admin has been rolling back federal regulations. How about enforcement target…,Dec/10/2017,0.0,0.0,0.0,1.0,66
467,nytimes,@lucasgrindley We lost that challenge. Sorry about the error. Thanks for catching it! https://t.co/sZeNajXoe4,Dec/10/2017,-0.3382,0.212,0.333,0.455,67
468,nytimes,The EPA under President Trump has slowed down efforts to punish polluters https://t.co/R1s7qP5oTR,Dec/10/2017,-0.7506,0.0,0.368,0.632,68
469,nytimes,@AnonyMs_One Thanks for alerting us to the error. Sorry about that! https://t.co/sZeNajXoe4,Dec/10/2017,-0.1007,0.179,0.265,0.556,69
